"Word","RTlexdec","RTnaming","Familiarity","WrittenFrequency","FamilySize","NounFrequency","VerbFrequency","Voice","AgeSubject"
"fly",669.529999999999,661.699999999998,5.13,916,34.9999999999999,638,1715,"voiceless","old"
"scribe",758.370000000001,675.499999999998,2.73,13,3,22,21,"voiceless","old"
"cow",652.319999999998,622.200000000002,4.72,404,20,721,29,"voiceless","old"
"walk",670.070000000002,634.200000000002,6.53,2165,25.9999999999999,965,5552,"voiced","old"
"peck",725.619999999997,618,2.93,57,5.99999999999997,17,99,"voiceless","old"
"funk",886.299999999998,668.500000000001,3.78,17.9999999999999,4,13,9,"voiceless","old"
"speed",722.820000000003,686.099999999997,5,1331.99999999999,17.0000000000001,1438,298,"voiceless","old"
"bound",766.070000000003,648.1,3.47,1001,32.0000000000001,14,107,"voiced","old"
"fold",695.380000000002,618.6,4.93,178.000000000001,34.9999999999999,166,685,"voiceless","old"
"heave",785.48,654.700000000003,3.1,75.9999999999999,20,26,265,"voiceless","old"
"quake",737.209999999999,657.800000000002,3.33,8.00000000000003,5.99999999999997,4,35,"voiceless","old"
"forge",803.689999999998,665.600000000001,2.93,78.9999999999999,5,38,173,"voiceless","old"
"range",720.670000000001,633.899999999999,4.1,1810.99999999999,12,1773,471,"voiced","old"
"speak",775.640000000002,701.500000000003,5.3,2292.99999999999,10,0,6655,"voiceless","old"
"flog",923.860000000001,708.300000000002,2.1,17.0000000000001,2,0,41,"voiceless","old"
"quack",793.629999999996,704.600000000002,3.17,11,5.99999999999997,15,4,"voiceless","old"
"find",718.770000000001,622.799999999998,5.67,9273.00000000004,11,13,19525,"voiceless","old"
"sleep",759.620000000004,626.600000000006,6.57,2165,17.9999999999999,1340,2306,"voiceless","old"
"sheer",793.099999999997,623.299999999997,3.2,526,4,0,7,"voiceless","old"
"shear",827.1,583.6,3.27,13,2,0,71,"voiceless","old"
"fret",850.48,645.300000000004,2.9,36.9999999999998,9,4,89,"voiceless","old"
"flop",825.100000000002,615.599999999997,3.07,47.0000000000001,9,18,100,"voiceless","old"
"jolt",796.97,643.900000000002,3.34,34.9999999999999,4,37,56,"voiced","old"
"grub",823.569999999997,710.900000000002,3.03,52.0000000000001,5,62,32,"voiced","old"
"fray",895.109999999996,672.199999999997,2.43,44,3,35,51,"voiceless","old"
"cheek",798.969999999997,632.500000000003,4.07,443.000000000002,6.99999999999998,808,14,"voiceless","old"
"flow",838.1,668.200000000003,5,767.000000000003,9,639,616,"voiceless","old"
"grab",800.5,642.500000000003,5.1,193.000000000001,4,32,600,"voiced","old"
"stare",761.560000000003,703.999999999999,4.4,323.000000000001,3,138,2175,"voiceless","old"
"stand",723.170000000002,631.600000000002,5.53,2463,27,578,8376,"voiceless","old"
"cheer",671.329999999997,616.5,3.87,160.999999999999,13,103,270,"voiceless","old"
"bluff",707.830000000001,660.399999999998,3.37,109,6.99999999999998,99,39,"voiced","old"
"cheat",732.029999999997,636.100000000001,4.13,81.9999999999997,4,25,250,"voiceless","old"
"grin",776.650000000003,698.399999999998,3.7,230.000000000001,3,218,479,"voiced","old"
"grip",823.229999999998,674.300000000002,4.07,115,5,160,261,"voiced","old"
"skulk",1030.72999999999,732.100000000002,1.7,5,3,0,27,"voiceless","old"
"give",686.229999999998,654.499999999997,6.2,8660.99999999995,6.99999999999998,0,22921,"voiced","old"
"gird",891.630000000002,668.299999999997,1.77,13,4,0,29,"voiced","old"
"smear",700.499999999999,682.700000000004,3.4,67.0000000000003,5,65,112,"voiceless","old"
"sing",698.399999999998,641.499999999999,4.93,408.999999999999,6.99999999999998,0,1407,"voiceless","old"
"start",753.930000000002,671.100000000004,5.67,3841.99999999999,11,856,8092,"voiceless","old"
"pee",833.679999999999,683,6.03,45,3,19,43,"voiceless","old"
"drown",829.429999999999,724.500000000002,3.3,85.0000000000003,2,0,448,"voiced","old"
"sink",723.900000000003,672,5.13,469,6.99999999999998,261,892,"voiceless","old"
"scorn",836.309999999997,722.299999999999,2.97,128,5,103,71,"voiceless","old"
"droop",874.099999999998,653.099999999999,2.97,25.9999999999999,3,9,148,"voiced","old"
"pun",881.480000000004,661.099999999998,3.37,25,4,33,5,"voiceless","old"
"tube",686.2,653.099999999999,4,265,9,428,1,"voiceless","old"
"puff",757.970000000003,629.700000000002,3.73,65.0000000000002,9,80,159,"voiceless","old"
"glow",833.670000000004,665.600000000001,3.7,280,5.99999999999997,239,298,"voiced","old"
"lurk",832.790000000002,596.399999999998,2.63,20.9999999999999,2,0,154,"voiced","old"
"jog",686.410000000002,620.299999999999,4.5,62.9999999999998,6.99999999999998,44,82,"voiced","old"
"turn",792.370000000003,649.3,5.9,4227,27,1862,10372,"voiceless","old"
"tote",762.500000000002,636.300000000002,2.57,17.9999999999999,3,15,27,"voiceless","old"
"blink",959.6,623.499999999999,4.37,71.0000000000003,5,21,246,"voiced","old"
"rest",685.859999999999,631.399999999999,5.57,3880.99999999997,17.9999999999999,3680,939,"voiced","old"
"put",640.340000000004,656.599999999999,6.03,12304.0000000001,15,0,14426,"voiceless","old"
"lope",878.900000000001,684.099999999998,1.77,13,3,8,30,"voiced","old"
"streak",764.099999999999,691.499999999998,3.07,105,5,143,79,"voiceless","old"
"plod",826.030000000002,712.399999999995,1.9,17.0000000000001,3,0,63,"voiceless","old"
"wrest",952.910000000005,661.900000000002,1.57,17.0000000000001,5,0,37,"voiced","old"
"haul",672.520000000002,640.8,3.3,121,9,39,237,"voiceless","old"
"sneak",757.600000000001,691.3,3.93,60,6.99999999999998,11,109,"voiceless","old"
"die",738.039999999999,605.500000000002,4.83,1441,5.99999999999997,0,4279,"voiced","old"
"knead",734.069999999998,674.6,2.57,20.9999999999999,2,0,52,"voiced","old"
"trip",726.310000000004,631.399999999999,5.13,1018,8.00000000000003,1215,125,"voiceless","old"
"toll",850.030000000003,623.799999999998,3.47,129,5.99999999999997,145,43,"voiceless","old"
"hail",728.589999999998,625.700000000001,3.37,99,6.99999999999998,66,129,"voiceless","old"
"poll",754.099999999999,676.099999999999,3.53,152.000000000001,9,263,45,"voiceless","old"
"dig",701.999999999999,612.599999999997,3.57,302,5,46,716,"voiced","old"
"pay",669.379999999997,622.600000000001,5.3,3399.99999999999,33,407,6268,"voiceless","old"
"shove",797.520000000001,641.899999999999,3.67,77.9999999999999,4,23,215,"voiceless","old"
"tire",683.769999999998,634.600000000003,4.57,69,5.99999999999997,0,138,"voiceless","old"
"damn",817.029999999997,748.499999999998,5.67,641,11,51,338,"voiced","old"
"pine",734.069999999998,663.999999999997,4,218,9,307,24,"voiceless","old"
"add",742.19,605.400000000001,5.27,1509,6.99999999999998,0,4190,"voiced","old"
"damp",703.299999999998,628.299999999999,4.13,497.999999999999,12,20,50,"voiced","old"
"sneer",776.499999999998,664.200000000003,2.83,49.0000000000002,4,26,88,"voiceless","old"
"dun",1196.09000000001,675.300000000003,1.2,33,4,37,5,"voiced","old"
"kneel",681.890000000001,663.999999999997,3.9,60.9999999999999,2,0,406,"voiced","old"
"din",949.680000000001,704.700000000002,1.8,75,3,74,3,"voiced","old"
"whine",973.109999999997,734.4,3.97,66.0000000000003,4,45,116,"voiced","old"
"bulge",793.000000000002,695.700000000003,3.53,86.9999999999997,5.99999999999997,67,201,"voiced","old"
"dip",729.430000000002,649.600000000001,4.4,158,6.99999999999998,55,300,"voiced","old"
"spite",765.210000000004,714.799999999998,3.57,885.999999999999,5.99999999999997,885,5,"voiceless","old"
"pray",647.45,634.799999999997,4.97,270.000000000002,10,0,505,"voiceless","old"
"munch",796.190000000003,657,3.9,17.0000000000001,2,0,85,"voiced","old"
"whirl",808.400000000003,628.100000000003,2.8,50.0000000000002,6.99999999999998,26,183,"voiced","old"
"slide",742.790000000003,694.500000000001,4.17,293.999999999999,9,216,626,"voiceless","old"
"creak",1016.68,690.500000000002,3.27,28.9999999999999,5.99999999999997,21,145,"voiceless","old"
"hoist",784.310000000003,688.599999999998,2.77,27,3,14,75,"voiceless","old"
"creep",719.79,660.399999999998,3.6,147,8.00000000000003,45,466,"voiceless","old"
"lift",724.170000000001,637.400000000002,4.8,821.000000000001,17.0000000000001,396,1578,"voiced","old"
"spill",684.34,672.899999999999,4.4,79.9999999999999,5.99999999999997,16,322,"voiceless","old"
"breach",804.789999999998,710.999999999999,2.87,174,3,175,28,"voiced","old"
"split",728.479999999999,694.4,4.03,675,5,211,599,"voiceless","old"
"sweep",795.43,636.100000000001,3.93,262.000000000001,10,113,915,"voiceless","old"
"swear",722.330000000003,661.599999999999,4.6,265,4,0,576,"voiceless","old"
"raise",747.03,613.500000000003,4.67,816.999999999998,5,0,3147,"voiced","old"
"chide",885.229999999999,644.300000000002,2.4,5,2,0,34,"voiceless","old"
"smile",663.07,737.299999999997,5.73,1671.00000000001,3,1488,2892,"voiceless","old"
"bring",689.999999999997,644.499999999999,6.13,3252.99999999999,2,0,9176,"voiced","old"
"glint",893.150000000005,685.999999999997,2.33,59,3,55,82,"voiced","old"
"bribe",723.93,663.099999999998,3.62,91,5,85,93,"voiced","old"
"name",824.360000000002,613.200000000001,6.34,4736.99999999999,19,6012,1039,"voiced","old"
"rinse",712.96,656.400000000002,4.9,97.9999999999998,3,24,147,"voiced","old"
"change",722.830000000002,641.599999999997,5.6,4910.00000000002,25.9999999999999,3788,8239,"voiceless","old"
"chip",663.529999999997,632.099999999998,4.63,122,5.99999999999997,274,100,"voiceless","old"
"steal",659.099999999997,691,4.4,225,5.99999999999997,4,941,"voiceless","old"
"wed",700.620000000001,619.899999999997,3.14,10,5,0,14,"voiced","old"
"chap",855.829999999999,613.800000000003,2.97,384.999999999998,4,506,25,"voiceless","old"
"scratch",786.930000000004,705.999999999999,4.72,190.000000000001,8.00000000000003,130,429,"voiceless","old"
"fail",943.199999999999,666.399999999998,5.03,652.999999999999,6.99999999999998,0,2608,"voiceless","old"
"roll",803.029999999999,636.199999999998,4.33,492.000000000001,20.9999999999999,323,1287,"voiced","old"
"char",889.71,699.299999999999,2.43,15,9,6,50,"voiceless","old"
"wag",737.520000000001,630.999999999998,3,20.9999999999999,11,10,69,"voiced","old"
"chat",737.730000000001,665.900000000002,5.06,254.000000000001,9,214,209,"voiceless","old"
"steer",828,704.700000000002,3.47,90.0000000000005,8.00000000000003,34,263,"voiceless","old"
"ring",713.279999999997,644.4,4.7,1189,27,926,1713,"voiced","old"
"fetch",709.000000000002,654.199999999998,3.5,245.000000000001,2,0,381,"voiceless","old"
"chew",698.3,652.800000000002,4.77,96.0000000000003,3,6,361,"voiceless","old"
"win",788.410000000002,577,4.8,1077,5,131,2762,"voiced","old"
"wring",891.370000000002,675.400000000002,2.83,38.0000000000002,4,1,120,"voiced","old"
"stride",735.83,682.700000000004,3.53,163,6.99999999999998,183,225,"voiceless","old"
"wit",812.589999999997,668.299999999997,3.55,191,22.0000000000001,312,9,"voiced","old"
"grope",852.520000000002,719.000000000002,3.17,27.9999999999999,4,4,178,"voiced","old"
"spring",731.429999999998,664.800000000001,3.8,1255,20,1260,603,"voiceless","old"
"kid",647.999999999997,652.900000000002,5.73,579.000000000003,6.99999999999998,1411,203,"voiceless","old"
"snort",821.25,683,3.4,40.0000000000001,5,37,86,"voiceless","old"
"broach",889.15,696.5,2.43,17.0000000000001,2,0,43,"voiced","old"
"grunt",810.170000000005,672.899999999999,3.63,76.9999999999997,3,139,164,"voiced","old"
"grind",757.869999999998,660.600000000001,4.03,99,5.99999999999997,27,491,"voiced","old"
"drape",740.210000000002,643.299999999997,3.2,17.9999999999999,5.99999999999997,30,133,"voiced","old"
"sail",703.310000000002,679.100000000003,3.8,144.999999999999,13,95,359,"voiceless","old"
"ken",973.330000000001,641.899999999999,2.37,1,3,0,2,"voiceless","old"
"help",683.970000000003,581.700000000002,5.13,6732.00000000002,13,2423,6956,"voiceless","old"
"thrust",752.900000000003,678.299999999998,3.3,467.000000000001,5,246,348,"voiceless","old"
"wrap",744.239999999998,648.200000000002,4.3,131,5.99999999999997,17,627,"voiced","old"
"shrink",751.820000000002,655.399999999997,3.97,105,4,5,364,"voiceless","old"
"gain",810.459999999998,696.1,5.07,863.000000000002,5.99999999999997,487,1567,"voiced","old"
"blame",738.61,673.500000000001,4.33,651,8.00000000000003,130,834,"voiced","old"
"stitch",856.140000000001,702.099999999998,4,27.9999999999999,9,65,77,"voiceless","old"
"wink",726.240000000003,639.699999999999,3.63,62.9999999999998,5,59,142,"voiced","old"
"bust",747.17,646.400000000003,3.93,106,6.99999999999998,103,56,"voiced","old"
"swipe",806.83,711.500000000002,3.73,14,5,10,13,"voiceless","old"
"plead",702.36,665.600000000001,3.37,99.9999999999999,2,0,338,"voiceless","old"
"boil",773.170000000003,623.100000000002,4.23,349.000000000001,9,172,768,"voiced","old"
"guess",747.600000000002,677.799999999999,5.33,1077,5,176,1384,"voiced","old"
"might",792.070000000001,707.299999999997,5.53,13216.9999999999,8.00000000000003,0,5580,"voiced","old"
"meld",809.930000000003,644.899999999999,2.4,5,3,0,4,"voiced","old"
"daunt",946.15,659.799999999999,2.37,1,4,0,70,"voiced","old"
"taint",806.54,670.299999999999,3.17,19,4,15,40,"voiceless","old"
"notch",809.960000000001,630.199999999997,3.13,33,4,37,15,"voiced","old"
"catch",685.27,660.300000000003,5.17,1244.99999999999,17.9999999999999,183,3459,"voiceless","old"
"store",731.399999999999,653.2,5.63,1016,9,1061,551,"voiceless","old"
"shake",716.900000000002,600.300000000002,4.67,433.999999999998,16,76,2359,"voiceless","old"
"tamp",926.62,705.8,1.53,5,2,0,12,"voiceless","old"
"slash",880.279999999996,724.700000000003,3.47,50.0000000000002,3,28,113,"voiceless","old"
"melt",703.670000000002,623.700000000002,4.28,144.999999999999,2,0,436,"voiced","old"
"come",729.000000000001,635.200000000003,6.3,15605.9999999999,16,0,35152,"voiceless","old"
"coil",805.820000000001,670.2,3.2,61.9999999999999,5,85,91,"voiceless","old"
"squeak",793.550000000002,688.399999999997,3.57,49.0000000000002,5.99999999999997,43,74,"voiceless","old"
"squeal",848.830000000001,699.299999999999,2.87,32.0000000000001,4,31,79,"voiceless","old"
"chase",688.170000000002,606.9,4.37,160.999999999999,5.99999999999997,81,363,"voiceless","old"
"stab",794.329999999997,677.799999999999,4.07,58,4,33,140,"voiceless","old"
"clash",790.139999999997,680.899999999999,3.53,157,3,186,85,"voiceless","old"
"fell",683.330000000003,671.399999999997,5.17,2022.00000000001,4,71,158,"voiceless","old"
"hush",810.789999999994,634.400000000001,4.13,89,6.99999999999998,52,120,"voiceless","old"
"freeze",769.199999999997,666.6,4.53,155.000000000001,10,74,799,"voiceless","old"
"coax",807.499999999999,687.600000000004,2.93,33,3,0,88,"voiceless","old"
"braid",850.31,682.4,3.3,36,4,27,50,"voiced","old"
"smash",725.28,718.099999999998,3.83,164,5.99999999999997,60,436,"voiceless","old"
"duck",685.070000000002,595.899999999998,4.03,174.999999999999,10,248,123,"voiced","old"
"rub",682.379999999994,611.600000000002,3.87,232,5,26,729,"voiced","old"
"step",686.449999999998,642.300000000002,5.37,1428,23,1841,1030,"voiceless","old"
"stir",684.34,665.199999999998,4.2,306,8.00000000000003,38,735,"voiceless","old"
"rue",893.680000000006,606.499999999997,2.03,9,5,0,9,"voiced","old"
"shed",800.83,623.299999999997,3.57,399.999999999999,6.99999999999998,226,274,"voiceless","old"
"stew",681.770000000001,693.1,3.27,74,3,82,74,"voiceless","old"
"rig",851.930000000004,615.599999999997,2.87,81.9999999999997,9,96,72,"voiced","old"
"scourge",920.110000000003,757.8,2.13,40.0000000000001,3,41,13,"voiceless","old"
"hike",718.199999999998,631.199999999997,3.67,45,5.99999999999997,33,64,"voiceless","old"
"curse",722.659999999997,669.500000000002,4.27,194,4,184,273,"voiceless","old"
"stay",663.379999999998,651.300000000003,5.33,2793.00000000001,8.00000000000003,60,4487,"voiceless","old"
"lob",994.36,638.999999999997,2.53,25,3,31,25,"voiced","old"
"dish",705.229999999998,637.599999999997,5.4,391.000000000002,9,504,30,"voiced","old"
"reign",781.430000000002,675.400000000002,3.03,130,4,112,124,"voiced","old"
"run",799.789999999998,648.3,6.2,4117.99999999998,27.9999999999999,1309,7903,"voiced","old"
"shag",887.03,657.299999999999,2.63,17.0000000000001,5.99999999999997,12,7,"voiceless","old"
"cease",816.75,736.299999999999,4.23,206,8.00000000000003,17,659,"voiceless","old"
"rim",765.229999999999,654.400000000002,3.93,149,5.99999999999997,174,23,"voiced","old"
"shun",900.460000000002,624.999999999999,3,17.0000000000001,2,0,57,"voiceless","old"
"know",700.470000000003,634.899999999997,6.3,24353.0000000011,5.99999999999997,0,38013,"voiced","old"
"snow",752.69,622,3.97,1055.99999999999,25,1102,74,"voiceless","old"
"muse",898.159999999997,668.400000000001,2.77,20.9999999999999,5,33,59,"voiced","old"
"rip",789.970000000003,587.1,4.03,72.9999999999999,9,17,265,"voiced","old"
"sham",909.300000000002,670.399999999997,2.97,40.0000000000001,3,40,4,"voiceless","old"
"sell",821.899999999996,671.899999999997,5.43,976.999999999997,11,20,2596,"voiceless","old"
"rap",768.74,628.200000000002,4,42.0000000000001,4,27,75,"voiced","old"
"shut",836.820000000002,600.899999999998,5.9,1162,5.99999999999997,0,1280,"voiceless","old"
"hiss",836.3,596.899999999998,2.93,56,3,49,157,"voiceless","old"
"rail",783.199999999999,650.099999999998,3.9,413.999999999998,19,460,12,"voiced","old"
"rain",716.199999999998,639.600000000001,5.47,1280,13,1287,272,"voiced","old"
"lop",886.219999999997,694.700000000003,2.2,17.0000000000001,5,0,28,"voiced","old"
"thud",764.870000000003,708,2.97,49.0000000000002,3,50,47,"voiceless","old"
"must",724.549999999998,596.3,6.13,16521.0000000002,5.99999999999997,0,16520,"voiced","old"
"think",679.600000000002,620.700000000002,6.17,21905,12,0,35874,"voiceless","old"
"low",696.599999999999,651.399999999998,5.47,2537,25,60,51,"voiced","old"
"rouse",932.999999999997,686.7,2.27,45,5,0,161,"voiced","old"
"writhe",1021.35,709.700000000002,2.13,20.9999999999999,2,0,130,"voiced","old"
"fuse",858.45,708.199999999998,3.43,111,10,109,92,"voiceless","old"
"fix",695.76,641.599999999997,5.47,332.999999999999,13,48,725,"voiceless","old"
"thin",736.96,655.800000000002,5.6,1367,8.00000000000003,0,125,"voiceless","old"
"purge",763.790000000003,651.2,3.17,56,10,39,76,"voiceless","old"
